游戏 	 经典 无法 复制 ! 《 神鬼 寓言 3 》 PC 版 评析 《 神鬼 寓言 3 》 在 一个 异彩纷呈 的 虚拟世界 ， 人类 在 电脑 治下 民主 共存   --   再 没有 什么 比 这 更 能 激发 想象 的 火花 了 。 我 的 一个 小巧玲珑 的 世界 ， 我 可以 予取予求 。 力量感 在 我 周身 涌起 ， 因为 这 结果 完全 由 我 来 主宰 。 若 是 不想 眼看 着 那 帮 狼 人们 凌虐 镇子 ， 我 或者 施法 送 出 火球 ， 或者 挥舞 宝剑 ， 怎样 都 能 拯救 世界 。 我 也 可以 将 镇子 寻求 保护 的 一丝 光芒 熄灭 干净 ， 看着 怪物 们 把 尖叫 的 无辜 百姓 给 撕成 碎片 。 这些 方面 ， 《 神鬼 寓言 3 》 做 得 可圈可点 ， 但是   --   太 罕见 了 。 在 阿尔比 昂 大陆 最新 的 故事 里 ， 纵然 Lionhead 工作室 用 令人 荡气回肠 的 道德 抉择 设置 了 无数 奇思妙想 和 激动 时刻 ， 它们 却 被 深埋在 了 一堆 毫不 丰满 的 人物形象 、 冗长 的 故事 和 狗血 情节 里 。 如果 你 从来 没 玩儿 过 《 神鬼 寓言 》 ， Xbox - 360 独占 的 《 神鬼 寓言 2 》 也 错过 了   --   没关系 的 ， 别 担心 为了 了解 《 神鬼 寓言 3 》 而 做好 功课 的 事儿 。 所有 需要 你 知道 的 ， 开篇 全 交代 了 ： 国王 是 个 恶棍 ， 需要 被 干掉 。 并 不是 遵循 着 最初 的 故事 ， 总之 我   --   就是 主角 ， 从 城堡 里 跑 了 ， 混迹 市井 之中 ， 在 阿尔比 昂 这个 奇妙 的 大陆 中 徘徊 ， 以期 攒足 人气 资本 ， 把 国王 搞 下来 ， 我 自己 坐 这 把 交椅 。 《 神鬼 寓言 3 》 所 耍 的 手段 在于 ， 并 不是 我 戴 上 王冠 就 终章 了 。 那些 我 帮过 的 人 ， 我 还 得 给出 承诺 来 ； 一旦 取得 王位 ， 我 得 决定 是 旧账 一律 不认 ， 还是 一律 兑现 。 这 事儿 让 我 真的 很 不 舒服 。 我费大 力气 拯救 出 的 那些 人 ， 敢情 谁 都 不是 跑龙套 的 ， 都 等 着 最后 来 向 我 讨债 ， 都 等 着 我 登基 之后 捎 只 胳膊 带 把手 儿去 拉 他们 一把 。 而且 大多数 的 这种 事儿 都 跟 王国 的 安全 这种 更 高层次 的 要求 是 冲突 的 。 我 不得不 在 践行 诺言 与 保证 阿尔比 昂 的 安全 之间 竭力 求取 平衡 ， 小心翼翼 如履薄冰 。 这种 构思 其实 挺不错 ， 但是 本来 挺 好 的 一件 事儿 ， 感觉 怎么 就 这么 恶心 呢 。 首先 这些 人物 就 有 问题 。 绝大多数 的 这些 角色 都 同样 地 逡巡 。 相比 行动 来说 ， 还是 口音 和 衣着 能 有些 区分 。 置 他们 的 吁求 不顾 而 去 推广 童工 或者 把 妓院 夷为平地 ， 我 这 是 多么 撕心裂肺 的 抉择 啊 ！ 除了 我 的 导师 与 伙伴 沃特 ， 以及 暴君 洛根 之外 ， 剩下 的 角色 全都 一个 心眼儿 ， 根本 就 不 比 普通 的 三维 物件 强 到 哪里 去 。 作为 国王 而 背弃 承诺 之 时 ， 我 真是 毫无 任何 感觉 ， 仅仅 按下 键盘 命令 ， 让 他们 滚 ， 如是 而已 。 穿插在 《 神鬼 寓言 3 》 的 主线 故事 之中 ， 有 很多 招募 的 任务   --   几乎 就 没有 哪个 有意思 。 也 有 分支 任务 ， 可 大部分 都 是 教科书 一般 的 护送 或者 刺杀 任务 。 我 可以 购置 实业 ， 但是 只有 最 基本 的 项目 可 供 自定义 。 一个 饶有趣味 的 帝国 管理 游戏 就 这样 被 剥夺 了 ， 成 了 一个 单调 、 乏味 的 流程 ， 仅仅 在 金钱 进入 游戏 里 钱包 的 那 轻轻 一 声响 更是 放大 了 这 一点 。 我 可以 杀死 或者 审判 阿尔比 昂 的 百姓 ， 但是 与此一道 的 各种 冷笑 话 和 莫名其妙 的 大打出手 ， 完全 把 这种 感受 给 毁 了 。 哪怕 是 黎民 们 当面 儿 大喊大叫 说 我 是 “ 刽子手 ” ， 我 也 照旧 可以 傻乎乎 地 跳舞 、 做 支线 任务 、 去 约会 ， 搞不好 就 结婚 了 ， 还 拖家带口 的 。 游戏 中 的 形成 、 发展 和 关系 的 维系 ， 全 因为 这个 设定 被 束缚 住 了 。 就算 是 《 神鬼 寓言 3 》 在 某些 方面 引入 了 阴谋 和 神秘 的 元素 ， 例如 我 被 丢 到 一个 黑暗 荒芜 的 洞穴 之后 ， 我 不得不 面对 各种 恐惧 ， 这 使得 我 无法 探索 每 一个 角落 。 恐惧 在 这个 大陆 上 是 最 强大 的 邪恶 ， 而且 大约 会 在 游戏 进程 的 三分之二 处 出现 ， 而且 仅仅 会 遭遇 几次 而已 。 游戏 给 人 的 感觉 就是 完成度 不高 ， 而且 赶工 迹象 明显 。 寻找 游戏 中 的 收集 元素 、 参与 小鸡 快 跑 比赛 、 镇压 地 精 等等 事情 都 让 人 很 难 一直 保持 兴趣 。 而 当 我 最终 坐 上 王座 之后 ， 《 神鬼 寓言 3 》 所 能 提供 的 选择 少得 可怜 。 还好 《 神鬼 寓言 3 》 有 一些 时尚 和 幽默 。 有些 台词 写得 还是 非常 有意思 的 。 虽然 这样 的 台词 对 塑造 人物 没有 任何 意义 ， 但是 会 让 你 一直 一直 笑 。 阿尔比 昂 仍然 是 个 美丽 的 地方 ， 而且 角色 模型 、 动画 和 环境光 跟随 构造 除了 这个 美丽 的 世界 。 从 墓地 的 薄雾 到 荒漠 的 午后 阳光 ， 这样 一个 充满生机 的 地方 非常 令人 赞叹 。 配音 做 的 很 专业 。 任务 繁多 ， 讲述 了 一个 宏大 的 故事 ， 而且 还有 很多 娱乐 元素 ， 不过 所有 这些 都 相互 孤立 ， 让 本该 成为 一款 佳作 的 《 神鬼 寓言 3 》 就 这样 沦为 了 一款 毫不 出彩 的 作品 。 战斗 过程 令人兴奋 ， 但是 缺乏 打击 感 。 由于 战斗 过程 的 乏味 ， 所以 战斗 无法 使 玩家 的 注意力 从 游戏 剧情 和 肤浅 的 人物 问题 上 转移 开 。 格斗 武器 ， 枪支 和 魔法 本质 上 来说 都 是 一样 的 。 基本上 都 是 闪躲 和 攻击 ， 这样 的 方法 可以 用来 对付 所有 遇到 的 敌人 。 说实话 ， 这样 的 战斗 系统 着实 令人 失望 。 武器 升级 所 带来 的 外观 和 属性 上 的 改变 让 我 切实 感受 到 了 游戏 的 进程 ， 不过 由于 战斗 系统 的 失败 ， 这样 的 设定 也 让 人 感到 无聊 。 整体 感觉 6.5 分 ： 漂亮 的 界面 ， 不过 与 PC 平台 毫不 相称 。 杂乱无章 的 故事 与 游戏 节奏 画面 表现 7.5 分 ： 一些 很棒 的 动画 和 特效 ， 还有 多彩 和谐 的 艺术风格 声效 表现 8.0 分 ： 令人振奋 的 音乐 ， 配音 表演 相当 完美 上 手 体验 6.0 分 ： 有 很多 可以 做 的 内容 ， 但 只有 很小 部分 令人兴奋 。 单调 的 战斗 ， 重复 的 任务 ， 只有 很小 部分 值得 情感 投入 耐 玩性 5.5 分 ： 你 或许 从 合作 游戏 和 大量 的 收集 感到 愉悦 ， 但 这 也 无法 更改 核心 游戏 体验 总评 6.0 分 ： 还行 吧 
 游戏 	 《 火炬 之光 2 》 专访 ： 将 有 完整 的 世界观 《 火炬 之光 》 在 当年 的 PC 、 Mac 和 Xbox   Live 上 造成 了 巨大 的 轰动 。 这款 以 刷装备 为主 的 第三人称 视角 游戏 吸引 了 包括 系列 新手 和 暗黑 粉丝 在内 的 一大群 玩家 。 无论 你 是 喜欢 单独 刷图 还是 和 朋友 组队 ， 《 火炬 之光 2 》 都 将 会 继续 带给 你 美妙 的 刷 图 体验 ， 同时 还 将 新增 更 多 的 自定义 内容 。 RPGamer 有幸 采访 到 了 Runic   Gamer 的 CEO ， Max   Schefer 及 艺术总监 Wonder   Russell ， 为 我们 带来 了 更 多 关于 《 火炬 之光 2 》 的 细节 消息 Runic   Games 的 朋友 们 大家 好 ！ 我们 很 高兴 能 和 大家 在 一起 讨论 《 火炬 之光 2 》 。 我 知道 大多数 人 对于 《 火炬 之光 2 》 能够 自定义 角色 的 消息 非常 兴奋 。 那么 角色 的 脸部 、 发型 和 性别 等 方面 自定义 内容 相对 于 MMO 的 设计 而言 到底 有 多 自由 呢 ？ 《 火炬 之光 2 》 中 除了 自定义 和 多 人 游戏 外 还有 什么 新 特性 ？ RG ： 我们 加入 了 许多 特性 — — 真的 有 很多 ！ 世界 更加 广阔 ， 户外 场景 和 各种 城市 地形 也 更加 丰富 ， 故事 和 背景 也 是 全新 的 。 我们 采用 了 电影 化 的 叙事 手法 ， 新 的 音乐 是 由 斯洛伐克 国家 管弦乐队 录制 的 。 另外 还有 更 多 的 宠物 ， 这 都 要 等 你 玩 到 才能 了解 。 继承 《 火炬 之光 》 的 存档 会 获得 更 多 的 “ 特技 ” 吗 ？ RG ： 目前 还 没有 这个 设定 ， 我们 正在 就 此事 讨论 。 《 火炬 之光 2 》 和 前作 相比 长度 如何 ？ 刷图 方面 呢 ？ 我们 能刷 到 很多 对 玩家 来说 很 有 价值 的 东西 吗 ？ RG ： 《 火炬 之光 2 》 长度 会 是 原作 的 两倍 。 开阔 地形 让 游戏 显得 更加 广阔 。 掉落 的 物品 也 更 丰富 ， 有 新 的 武器 、 套装 、 护 甲等 更 多 的 东西 。 和 第一 作 一样 ， 你 可以 缩放 以 近距离 观察 角色 的 装备 。 多人 游戏 是不是 可以 即时 加入 的 ？ 人数 最大 限制 是 多少 ？ RG ： 我们 的确 计划 要 做 即时 加入 的 多 人 游戏 。 你 可以 根据 你 的 过滤 要求 获得 一批 服务器 列表 。 我们 也 支持 局域网 作战 。 我们 还 没有 为 多 人 游戏 设置 玩家 上限 ， 合适 的 数目 可能 要 等到 发售 才 决定 得 了 。 我 想 大概 是 4 至 6 人 吧 。 第一 作对 剧情 不是 很 重视 ， 《 火炬 之光 2 》 会 有 什么 改观 ？ RG ： 变化很大 。 我们 招募 了 职业 作家 JD   Wiker ， 他 为 我们 创造 了 完整 的 世界观 ， 这些 是 在 《 火炬 之光 》 中 不曾 出现 的 。 《 火炬 之光 》 中 的 剧情 将会 被 作为 《 火炬 之光 2 》 的 基础 。 不同 职业 的 剧情 会 不同 吗 ？ RG ： 大体 剧情 是 相同 的 ， 都 是 一个 英雄 完成 一系列 任务 。 但是 不同 角色 在 某些 区域 遇到 的 体验 会 有 细微 区别 。 《 火炬 之光 2 》 MMO 本来 是 要 在 2011 年 秋天 发布 的 ， 但是 后来 因为 《 火炬 之光 》 的 推迟 发布 而 一并 推迟 了 。 现在 《 火炬 之光 2 》 即将 到来 ， 关于 MMO 还有 什么 新 消息 吗 ？ RG ： 目前 尚 不 明确 。 我们 还 没有 为 《 火炬 之光 2 》 设定 发售日期 ， 我们 希望 能够 把 注意力 集中 在 这 一款 作品 上 。 MMO 市场 发展 得 非常 快 ， 特别 是 自由式 的 MMO ， 你 觉得 《 火炬 之光 》 MMO 是不是 在 朝着 正确 的 道路 上 发展 呢 ？ 你们 有没有 想过 为了 做好 单机 而 放弃 这一 项目 呢 ？ RG ： 我们 之所以 对 《 火炬 之光 》 感兴趣 是因为 我们 相信 它会 成为 一款 好 游戏 。 我们 喜欢 那种 拥有 一大群 《 火炬 之光 》 玩家 在 一个 广阔 的 世界 中 同时 进行 游戏 的 感觉 。 我 已经 说 过 了 ， 我们 会 在 多 人 部分 善加 处理 ， 绝对 不会 做出 千篇一律 的 俗套 作品 来 。 我们 会 尽力 做出 最好 的 游戏 来 的 ， 至于 评价 如何 倒 不是 很 有 所谓 。 《 火炬 之光 》 之前 是 顶 着 《 暗黑 破坏神 3 》 的 压力 上市 的 。 《 火炬 之光 2 》 如果 和 原作 一样 成功 的话 ， 你们 会 继续 制作 游戏 和 《 暗黑 破坏神 》 竞争 吗 ？ 还是 会 走上 MMO 的 道路 避免 竞争 ？ RG ： 我们 已经 有 了 对应 的 生存空间 了 ， 这是 事实 。 我 想 那位 老大哥 其实 也 没 那么 可怕 。 实际上 ， 《 暗黑 破坏神 3 》 能够 吸引 更 多 的 ARPG 玩家 ， 这样 更 多 的 人 就 会 把 我们 的 游戏 纳入 选择 范围 之内 。 我们 觉得 《 火炬 之光 》 和 前者 定位 的 风格 、 卖点 、 商业模式 和 内涵 都 不同 ， 因此 两者 完全 可以 共存 。 RPGamer 感谢 Max   Schaefer 和 Wonder   Russell 对于 《 火炬 之光 2 》 的 详细 揭露 ， 不过 发售日期 尚未 决定 。 你 可以 从 Runic   Games 的 官 网上 获得 更 多 关于 游戏 的 信息 。 
 游戏 	 《 死亡 之 岛 》 超长 高清 演示 视频 公布 5 月 23 日 ， Techland 公布 了 研发 中 的 丧尸 主题 动作游戏 《 死亡 之 岛 ( Dead   Island ) 》 的 实际 游戏 演示 视频 ， 玩家 可 通过 这 段长 达 11 分钟 的 高清 视频 更 全面 的 了解 本作 。 这 段 视频 也 是 首次 向 玩家 展示 了 《 死亡 之 岛 》 的 开放 游戏 世界 。 视频 的 旁白 由 游戏 的 品牌 经理 Vincent   Kummer 进行 解说 。 《 死亡 之 岛 》 由 波兰 的 游戏 开发 公司 Techland 开发 ， Deep   Silver 负责 发行 。 这 段 视频 将 带领 玩家 更 仔细 地 了解 这个 原本 是 热带 渡假 小岛 的 乐园 ， 如何 变成 了 血淋淋 的 ? 尸之岛 。 游戏 场景 是 以南 太平洋 渡假 小岛 Banoi 为 设定 ， 这里 是 一个 天堂 般的 孤岛 ， 某 一天 岛上 突然 爆发 僵尸 潮 。 僵尸 具备 超级 体能 及 嗜血 本能 ， 玩家 作为 仅存 的 正常 族群 中 的 一员 需 四处 搜寻 前人 留下 的 装备 和 物资 以 夺得 生机 逃出 此地 。 《 死亡 之 岛 》 采用 开放式 世界 设计 ； 游戏 主要 描述 渡假 小岛 突然 遭遇 不 知名 的 病毒 大量 扩散 ， 岛上 民众 互相 感染 变成 ? 尸 。 玩家 将 扮演 幸存者 ， 在 这座 “ 死亡 之 岛 ” 上 找出 求生 之 路 。 《 死亡 之 岛 》 将 于 2011 年内 上市 ， 将 推出 PC 、 X360 和 PS3 版 。 编译 / 熊猫 
 游戏 	 《 现代战争 3 》 将 拥有 专属 联机 服务器 《 现代战争 2 》 中 可恶 的 P2P 联机 模式 一去不复返了 ！ 《 现代战争 3 》 的 制作 人同 Bowling 确认 该作 将 采用 专属 的 服务器 。 这 意味着 不用 玩家 来 当 “ 主机 ” 了 ， 相对来说 lag 也 减少 了 ， 这样 对于 大家 的 连接 速度 也 来 也 相对 公平 了 。 众所周知 ， 前 几款 《 使命 召唤 》 游戏 ， 现代战争 1 、 2 和 黑色 行动 都 没有 采用 专属 服务器 ， 而是 基于 peer - to - peer 的 联机 模式 。 这 是 个 天大 的 好消息 ， 绝对 可以 增强 玩家 们 的 联机 体验 。 这个 消息 由 制作人员 Bowling 在 其 Twitter 页面 确认 。 
 游戏 	 国外 玩家 自制 《 孤岛 危机 3 》 真人 视频 《 孤岛 危机 2 》 是不是 不够 过瘾 ？ 有 国外 玩家 制作 了 一段 真人版 的 号称 是 《 孤岛 危机 3 》 的 视频 ： 
 游戏 	 《 古剑 奇谭 》 周边 抱 枕 出现 新 变化 随着 之前 《 古剑 奇谭 》 抱 枕 订制 活动 结束 ， 玩家 对此 活动 反应 热烈 积极 。 《 古剑 奇谭 》 团队 会 继续 不懈努力 ， 使 今后 的 周边产品 愈加 精美 。 在 此 ， GAMEBAR 及 上海 烛龙 全体同仁 由衷感谢 大家 对 《 古剑 奇谭 》 及其 周边产品 的 支持 与 喜爱 。 《 古剑 奇谭 》 始终 倡导 制作 高品质 单机游戏 ， 周边 商品 制作 上 也 秉承 追求 高品质 这一 目标 不懈努力 。 为 使 更 多 玩家 拥有 自己 喜爱 的 精美 《 古剑 奇谭 》 游戏 周边产品 ， 满足 玩家 们 的 心愿 与 需求 ，   通过 在 《 古剑 奇谭 》 官方论坛 对 玩家 朋友 们 建议 的 汲取 ， 本次 《 古剑 奇谭 》 正在 热卖 的 第二期 “ 爱 谁 把 谁 抱 回家 ” 系列 订制 抱 枕 将 有所 修改 。 相比 设计图 ， 最终 制作 成 的 抱 枕 背景 设计 更 考究 ， 尺寸 也 会 有所 改动 。 将 原有 尺寸 改为 宽 50cm 、 高 150cm ， 让 其 在 使用 上 更加 舒适 ， 设计 更具 人性化 。 背景图 也 改变 了 之前 的 设定 ， 百里 屠苏 款 抱 枕 采用 深色 系 背景 ， 红黑 搭配 画面 设计 衬得 百里 屠苏 俊美 异常 ； 方兰 生款 背景 依旧 清新 亮丽 ， 栩栩如生 ； 如今 ， 大 师兄 陵 越款 背景 加入 了 优雅 的 淡紫色 ， 让 整个 抱 枕 看起来 夺目 耀眼 ； 师尊 紫胤 真人 在 天蓝色 背景 下 衬托 的 更加 庄严肃穆 。 三款 抱 枕 分别 融入 《 古剑 奇谭 》 元素 背景 ， 让 三款 抱 枕 各有千秋 ， 难以 取舍 。 在 此 ， 上海 烛龙 与 GAMEBAR 一致 决定 ， 将 本期 抱 枕 订制 活动 时间 延长 至 2011 年 06 月 03 日 ( 周五 ) 。 请 还 想 订制 《 古剑 奇谭 》 抱 枕 的 朋友 们 抓紧时间 。 《 古剑 奇谭 》 团队 在 这次 抱 枕 设计 上 进行 的 修改 希望 广大 玩家 能够 喜欢 。 感谢 你们 的 支持 与 理解 。 伴随 着 “ 爱 谁 把 谁 抱 回家 ” 系列 活动 的 开展 ， 近期 我们 还 将 推出 《 古剑 奇谭 》 T恤 订制 活动 。 将 百里 屠苏 穿 在 身上 不再 是 梦想 ， 快 来 参与 T恤 订制 ， 感受 只 属于 《 古剑 奇谭 》 玩家 们 的 夏天 。 T恤 订制 详情 ， 请 您 关注 《 古剑 奇谭 》 官网 及 论坛 的 近期 报道 。 — — 踏歌 长行 ， 梦想 永 在 
 游戏 	 《 战地 3 》 地区性 预购 奖励 极品 装备 令人 颇感 意外 的 是 ， EA / DICE 今晨 在 推特上 确认 早前 发布 的 英国 版 《 战地 3 》 预购 奖励 是 货真价实 的 独占 ： " 预购 所得 的 血战 包 ( The   Physical   Warfare   Pack ) 是 专享 内容 ， 想 获得 这 几样 装备 别无它法 。 " 早前 EA 宣布 英国 地区 的 玩家 预购 《 战地 3 》 可 获 " 血战 包 " ， 其中 包括 88 通机 、 SKS 狙击步枪 枪口 焰 抑制器 、 用于 DAO - 12 半自动 霰弹枪 的 箭 形弹 ， 以及 开战 首日 解锁 DAO - 12 的 特权 ： 至于 英国 以外 的 玩家 怎么办 ， EA 称 针对 各国 各 地区 的 预购 奖励 将 随后 揭晓 。 有人 质疑 这样一来 ， 战场 态势 恐有 失衡 的 危险 ； 更 有人 担心 EA 会 抵制 不住 诱惑 ， 将 这些 装备 升格 为 付费 DLC 兜售 ， 让 所谓 " 独占 " 付之东流 ： 
 游戏 	 国产 单机 改编 电视剧   玩家 希望 忠实 原著 【 新浪 游戏 专稿 ， 转载 请 注明 出处 】 国产 单机游戏 曾经 有过 辉煌 的 历史 ， 仙剑 、 轩辕剑 、 剑侠情缘 “ 三剑 ” 见证 了 单机 鼎盛 的 时代 。 虽然 目前 国产 单机游戏 进入 了 低潮 ， 但 仍然 影响 着 很多 玩家 。 自从 《 仙剑 奇侠传 》 首开 游戏 改编 电视剧 先河 之后 ， 改编 之风 兴起 ， 国产 单机游戏 开始 借助 电视剧 赢来 新 的 生机 。 不过 在 改编 成 电视剧 的 同时 ， 些 擅自 改编 的 元素 遭到 了 玩家 的 吐 槽 。 《 仙剑 奇侠传 》 首开 改编 先河 2005 年 1 月 ， 根据 游戏 改编 而成 的 《 仙剑 奇侠传 》 电视剧 同时 在 两岸三地 播出 ， 创下 了 收视率 的 神话 ， 《 仙剑 奇侠传 》 的 剧情 引起 了 不少 老 玩家 的 回忆 ， 不 玩游戏 的 电视观众 也 开始 了解 到 原来 游戏 中 也 有 如此 精彩 的 故事 。 不过 另有 一些 玩家 认为 电视剧 中 存在 一些 擅自 改编 的 情节 ， 认为 这种 做法 是 不忠实 原著 。 《 仙剑 奇侠传 三 》 仍 与 游戏 有着 较大 出入 随着 《 仙剑 奇侠传 》 的 热播 ， 《 仙剑 奇侠传 三 》 于 2008 年 开始 拍摄 ， 并于 2009 年 6 月份 与 观众 见面 。 《 仙剑 奇侠传 三 》 中 的 剧情 仍然 与 游戏 有着 较大 出入 ， 玩家 之间 的 争辩 在所难免 ， 不过 电视剧 中 杨 幂 饰演 的 唐雪见 给 观众 留下 了 深刻 的 印象 。 《 轩辕剑 ： 天之痕 》 拍摄 中 剧照 流出 随着 仙剑 的 热播 ， 国产 单机 三剑 之一 的 《 轩辕剑 ： 天之痕 》 也 开启 了 电视剧 的 改编 ， 并且 已经 开机 拍摄 ， 目前 官方 仍然 没有 透露 具体 上映 日期 。 与 《 仙剑 奇侠传 》 两部 电视剧 一样 ， 同 为 上海 唐人 公司出品 ， 胡歌 仍然 做 为 主演 ， 只不过 在 《 轩辕剑 》 中 不再 担任 男一号 。 近日 ， 有 网友 曝光 了 几张 《 轩辕剑 ： 天之痕 》 电视剧 的 剧照 ， 其中 三位 主角 剧中 形象 曝光 ， 引来 了 不少 《 轩辕剑 ： 天之痕 》 粉丝 们 的 议论 ， 尤其 是 胡歌 的 发型 与 服饰 让 网友 感觉 到 非常 雷人 ， 而据 了解 这个 造型 是 剧中 的 “ 剑 痴 ” 。 （ 相关 阅读 ： 轩辕剑 电视剧 剧照 曝光   造型 遭 游戏 玩家 吐槽 ） 《 剑侠情缘 ： 藏剑 山庄 》 或 将 于 今年 播出 《 剑侠情缘 》 作为 国产 单机 三剑 之一 ， 虽然 目前 单机版 不再 有 新作 推出 ， 但 《 剑侠情缘 网络版 三 》 在 国内 武侠 网游 中 成为 领跑者 。 而 一部 基于 《 剑侠情缘 网络版 三 》 的 电视剧 《 剑侠情缘 ： 藏剑 山庄 》 已经 开始 拍摄 ， 并 计划 于 今年 播出 。 《 剑侠情缘 ： 藏剑 山庄 》 由 谢霆锋 、 蔡卓妍 等 担任 主演 ， 剧情 涵盖 爱情 、 科幻 、 穿越 、 悬疑 等 众多 因素 。 （ 相关 阅读 ： 玩家 参演 电视剧   《 剑侠情缘 》   即将 开拍 ） 传 《 仙剑 奇侠传 四 》 正在 筹备 中 电视剧 《 仙剑 奇侠传 3 》 还 在 播出 时 ， 就 有 很多 观众 就 开始 猜测 是否 会 有 《 仙剑 奇侠传 4 》 ， 对于 《 仙剑 奇侠传 4 》 是否 影视 化 的 问题 争论 纷纷 ， 而且 传言 纷纷 ， 甚至 有种 说法 声称 唐人 公司 已经 在 筹备 《 仙剑 奇侠传 4 》 的 拍摄 工作 ， 不过 直到现在 ， 唐人 公司 官方 仍 有没有 公布 《 仙剑 奇侠传 4 》 电视剧 的 具体 消息 。 ( 相关 阅读 ： 传 吴尊 将 出演 《 仙剑 奇侠传 4 》 电视剧 ) 《 古剑 奇谭 》 电视剧 将 于 年内 开拍 作为 新 崛起 的 国产 单机游戏 《 古剑 奇谭 》 ， 在 去年 的 发布会 同时 也 确定 了 将 改编 成 电视剧 。 日前 微博 爆料 ， 《 古剑 奇谭 》 电视剧 将 于 年内 开拍 ， 并 有 可能 会 邀请 蒋勤勤 与 陈建斌 出演 ， 另外 张艺谋 有 可能 担任 导演 。 电视剧 制作方 声称 《 古剑 奇谭 》 将会 忠实 于 原著 ， 并 有意 请 游戏 制作 人工 长君 审核 古剑 剧集 。 是否 忠实 原著 ， 当然 还 需要 电视剧 播出 后 玩家 的 点评 。 ( 相关 阅读 ： 传 张艺谋 有望 导演 《 古剑 奇谭 》 电视剧 ) 更 多 游戏 资讯 请 查看 ： 新浪 游戏 媒体 之声 > >   /   新浪 游戏 产业 资讯 > >   /   精彩 专题 > > 
 游戏 	 Windows   8 会 对 PC 游戏 产生 巨大作用 在 东京 的 一次 演讲 中 ， 微软 的 CEO 史蒂夫 · 鲍尔默 宣布 了 Windows     8 将 在 明年 发布 ， 这次 新 操作系统 将 可以 用于 PC 、 平板 电脑 和 智能手机 ， 而且 系统 在 研发 的 时候 就 专门 考虑 了 游戏 性能 。 “ Windows     8 将会 对 PC 游戏 产生 巨大 的 推动 作用 。 游戏 性能 是 新 系统 的 重要 核心 之一 。 ” 微软 近几年 似乎 已经 放弃 了 PC 游戏 。 在 去年 的 E3 上 ， 甚至 连 索尼 展出 的 PC 游戏 数量 都 比 微软 多 。 不过 最近 情形 有所 转变 ， 随着 PC 版 《 神鬼 寓言 3 》 的   发售 ， 还有 经过 革新 的 Games   for   Windows     Marketplace ， 微软 似乎 重新 开始 重视 PC 游戏 了 。 如果 微软 是 认真 的 想要 回归 PC 游戏 领域 ， 那么 今年 的 E3 展出 的 游戏 将 相比 去年 将会 发生 方向性 的   改变 。 此外 根据 国外 媒体 RumorPedia . net 的 爆料 ， 即将 到来 的 Windows   8 新增 了 一个 重要 功能 ， 允许 用户 在 PC机 上 运行 Xbox   360 游戏 。 也就是说 ， Windows   8 将 内置 一个 原生 Xbox   360 应用程序 。 如果 此 消息 准确 ， 那么 随着 版本 的 不断 泄露 ， 相信 很快 我们 就 会 见到 Windows   8 自带 的 Xbox   360 模拟器 ， 不 知道 什么 显卡 可以 胜任 Xbox   360 模拟器 的 工作 呢 ？ 
 游戏 	 《 使命 召唤 》 新 系列 “ 高端 战争 ” 揭晓 动视 刚刚 注册 了 名为 《 使命 召唤 ： 高端 战争 ( Call   of   Duty   Advanced   Warfare ) 》 的 商标 ， 类别 为 视频 游戏 。 这 款 神秘 新作 的 详情 暂未 披露 ， 或许 此举 是 动视 作为 抢注 之用 ， 该作 类型 会 涉及 到 类似 “ 高端 战争 ” 的 范畴 。 早前 动视 已 注册 了 《 太空 战争 》 ， 《 隐秘 战争 》 ， 《 未来 战争 》 。 也许 这 几个 被 提前 注册 的 商标 的 综合 性质 ， 正 影射 了 《 使命 召唤 》 这个 新 系列 的 概念 。 另外 ， 从此 番 一系列 商标 的 描述 ， 或 将 与 迟迟 未出 的 《 幽灵 行动 ； 未来战士 》 叫板 。 该作 将 在 2012 财年 ， 2012 年 4 月 前 发售 。 
 游戏 	 《 战锤 40K ： 星际 战士 》 收藏版 细节 该 收藏版 由 THQ 在线 商店 独家 供应 ， 主机 版 定价 100 美元 ； PC 版售 80 美元 ： 内含 ： -   " 净化 徽章 ( Purity   Seal ) " 实物 模型 -   精装 艺术 概念 图集 -   25 张 烫金 人物 信息卡 -   游戏 碟 以及 豪华 收纳 匣 此外 ， 预定 该作 普通 版 的 顾客 还 可以 得到 官方 拟定 的 预购 奖励 ， 比如 ： -   在 GameStop 预定 的 顾客 可 获得 Space   Wolves 及 Black   Templar 多人 对战 角色 ； -   在 Best   Buy 预定 的 顾客 可得 Iron   Warriors 及 Emperor ' s   Children 角色 ； -   在 亚马逊 预定 的 顾客 可 得 镀金 版 Relic 链锯 ； -   在 沃尔玛 预定 的 顾客 可 得 镀金 版 Relic 爆矢枪 ； -   在 Steam 预定 的 顾客 可得 血鸦 ( Blood   Ravens ) 角色 包 外加 免费 游戏 《 Darksiders 》 一份 ； -   在 THQ 网店 预定 的 顾客 可 得 独家 PowerSword 。 
