家居 	 物业 交 地产 公司   以 月租 10 万英镑 放盘 一年 ( 图 )       丹尼尔 明年 9 月 担纲 演 百老汇 剧 《 恋马狂 》 时 , 正好 方便 落脚 , 但 他 似乎 并非如此 打算 , 因为 他 已 把 物业 交 地产 公司 , 以 月租 10 万英镑 ( 150 万 人民币 ) 放盘 一年 。 租客 将 可 享用 会 所 设施 , 包括 泳池 和 蒸气 浴室 , 以及 酒店 公寓 服务 。 
 家居 	 电视柜 较为 适合 放在 客厅 或 影音 室 里 ( 图 ) 经常 对 着 电视机 的 影音 发烧友 ， 不 经常 看电视 的 工作 忙 人 ， 自然 会 选择 不 一样 的 电视柜 ， 放在 客厅 的 电视柜 和 放在 书房 的 电视柜 自然 也 不 一样 。 电视柜 的 样式 如何 且 先 不 说 ， 重要 的 是 要 有 足够 的 搁架 放 DVD 机 、 音响 等 必要 设备 ， 当然 ， 自己 收藏 的 影碟 也 得 有 个 好去处 。 这样 的 电视柜 较为 适合 放在 客厅 或 影音 室 里 ， 自己 独乐 或 与 朋友 分享 都 很 惬意 。 电视柜 样式 并 不 繁复 ， 但 却 能够 放得 下 追求 影音 效果 时 需要 的 机器设备 ， 另外 也 有 足够 的 空间 放置 影碟 以及 CD 。   
 家居 	 电话机 灵感 来自 于 唐朝 诗人 李白 ( 图 ) 思白帝 电话机 电话机 的 设计 灵感 来自 于 唐朝 诗人 李白 的 唐诗 《 早发 白帝城 》 和 王维 的 《 相似 》 。 将 轻舟 和 红豆 作为 连接点 ， 体现 了 中国画 中 的 诗情画意 。 思白帝 电话机 电话机 的 设计 灵感 来自 于 唐朝 诗人 李白 的 唐诗 《 早发 白帝城 》 和 王维 的 《 相似 》 。 将 轻舟 和 红豆 作为 连接点 ， 体现 了 中国画 中 的 诗情画意 。 
 家居 	 男主人 很 严谨   女主人 自然 柔美 ( 图 ) 男主人 很 严谨 ， 女主人 自然 柔美 ， 刚刚 大学毕业 步入 职场 的 女儿 。 他们 对 新家 倾注 了 很多 心血 与 期待 。 这个 平面布置 图 ， 并 没有 对原 建筑 结构 大动干戈 ， 只是 对 书房 处 的 衣橱 位置 进行 了 优化 ， 把 原本 开放 的 书房 设计 成 独立 的 空间 。 
 家居 	 男女 厕所 标贴 ( 图 ) 虽然 业主 已经 是 妈妈 级别 了 ， 但是 童心 依旧 ~ 来 看看 这套 可爱 的 简约 小家 ， 很 温馨 的 噢 ！ 
 家居 	 男方 以 Cartier1 克拉 钻戒 向 梁静茹 求婚 ( 图 ) 梁静茹 和 赵元同 前年 认识 ， 3 个 月 后 坠入 爱河 ， 今年 6 月 她 生日 前夕 ， 男方 以 Cartier1 克拉 钻戒 求婚 成功 。 
 家居 	 留下 的 是 这份 精致 中带 着 的 简约 ( 图 ) 没有 艳丽 的 色彩 ， 但 一样 夺 我们 的 眼球 。 没有 夸张 的 装饰 ， 但 一样 显示 出 设计者 的 用心 。 浮华 退去 后 ， 留下 的 就是 这份 精致 中带 着 的 简约 。 如果 你 也 喜欢 ， 那么 就 和 我们 一 起来 看看 设计师 陈禹 为 我们 带来 的 这份 图片 饕餮 。 
 家居 	 留出 一部分 空间 布置 一间 书房 ( 图 ) 文化 空间 在 房间 留出 一部分 空间 布置 一间 书房 ， 可 摆放 书橱 、 电脑 、 钢琴 等 ， 既 可供 学习 用 ， 也 可供 在家 办公 用 ； 疲劳 时 可以 弹弹琴 或 做 做操 ， 成为 一个 读书 、 娱乐 和 休闲 的 空间 。 
 家居 	 白日梦 如何 帮助 我们 选择 颜色 ( 图 ) 白日梦 如何 帮助 我们 选择 颜色 色彩 的 流行 趋势 不是 凭空 而来 的 ： 色彩 能 让 我们 感觉 更加 舒适 ， 能够 烘托 气氛 ， 还 能够 给 居室 增添 个性化 色彩 。 关于 色彩 的 灵感 不胜 其数 ： 在 家装 杂 之中 ， 色彩 指导 手册 中 ， 在 朋友 和 熟人 身上 ─ 或者 在 时装 里 ， 我们 都 能 得到 启示 。 
 家居 	 白 最 容易 与 其它 颜色 来 搭配 ( 图 ) 白 最 容易 与 其它 颜色 来 搭配 ， 当 你 想要 根据 季节 或 心情 为 房间 调整 色调 时 ， 它 是 最好 的 底色 。 这个 卧室 ， 白 与 黑 塑造出 时尚 感 。 
 家居 	 白色 作为 整个 空间 的 主色调 ( 图 ) 用米 白色 作为 整个 空间 的 主色调 ， 这样一来 整个 房间 都 显得 透亮 而 干净 ， 光线 透过 整个 房间 纯净 的 味道 让 人 沉醉 不已 。 漂亮 的 家居 不 一定 要花 很多 钱 ， 尽管 是 160 平米 的 复式 阁楼 ， 所有 的 装修 只花 了 9 万元 ， 这个 记录 恐怕 一时半会 还 没人能 打破 吧 。 闲话少说 ， 直接 看 漂亮 的 装修 实景 美图 吧 。 
 家居 	 白色 和 蓝色 的 床上用品   简单 朴素 ( 图 ) 白色 和 蓝色 的 床上用品 ， 简单 朴素 ， 风格 简约 无华 ， 适合 既 追求 时尚 又 追求 温馨 的 中年 人士 。 卧室 显得 舒适 无比 。 
 家居 	 白色 橱柜 中 摆放 一些 饰物 ( 图 ) 在 古旧 的 白色 橱柜 中 摆放 一些 设计 现代 、 色彩 明快 的 饰物 ， 材质 的 反差 却 自然 而 和谐 ， 营造 出 亲切 温馨 的 生活气息 ， 十分 符合 现代人 的 居住 和 生活 需求 。 
 家居 	 白色 的 简约 橱柜   搭配 绿色 的 植物 ( 图 ) 床头 的 纱帘 看起来 很 柔美 。 韩式 梦幻 田园 风   15 万 装修 105 平米 实惠 家 白色 的 简约 橱柜 ， 搭配 绿色 的 植物 ， 非常 干净 清新 。   
 家居 	 白色 的 适当 点缀 空间 的 色彩 关系 ( 图 ) 强烈 的 色彩 对比 中 ， 白色 的 适当 点缀 平衡 了 空间 的 色彩 关系 ， 而 柔和 的 面料 让 硬朗 的 房间 多 了 一份 舒适感 。 超大 比例 的 装饰 镜 、 蓝色 漆光 质感 的 边柜 ， 成为 整个 房间 的 亮点 ， 让 家 透出 一份 感性 和 活力 。 
 家居 	 白色 空间   任意 变化 心情 的 模板 ( 组图 ) 素白 的 空间 难免会 让 人 觉得 冷清 且 有 距离感 ， 此时 ， 加入 一点点 自己 最爱 的 颜色 ， 比如 这里 的 红色 ， 空间 立刻 会 变得 生动 时髦 。 
 家居 	 白 要求 空间 不能 拥挤 ( 图 ) 白 要求 空间 不能 拥挤 ， 它 要 保留 一定 的 距离 ， 让 我们 欣赏 这个 空间 中 的 一切 美丽 。 
 家居 	 白马王子 胡兵   情迷 白色 家居 ( 组图 ) 当 它 不是 白得 耀眼 的 时候 ， 阳光 是 温暖 的 ， 温柔 的 。 当 它 洒落 在 阳台 上 的 时候 ， 你 甚至 可以 以为 时间 是 静止 了 的 。 于是 关于 房间 的 一切 都 由 静谧 的 白色 来 悄然 诉说 ， 这迷情 的 白色 。 整洁 而 宽大 的 衣帽间 ， 挂满 他 巡回演唱 会 的 服装 。 迷情 白色 胡兵 ， 作为 超级 名模 ， 最让人 好奇 的 是 他 会 怎样 来 安置 他 的 服装 ? 他 的 衣帽间 到底 是 什么样 ? 胡兵 的 衣帽间 是 一个 用 平方 计算 的 房间 ， 大大 超出 了 普通人 一箱 一柜 的 概念 。 胡兵 给 了 他 的 衣服 一个 房间 ， 里面 充满 了 陪 他 开 演唱会 ， 陪 他 拍 广告 ， 陪 他 出席 各种 场合 的 衣物 。 胡兵 的 衣服 不能 简单 地 按 季节 分类 ， 因为 他 要 辗转 世界各地 ， 他 的 衣服 按照 类型 来 分类 ， 休闲 、 正装 、 演出服 等 ， 衣衫 缤纷 如花 ， 房间 纯净 如雪 。 白马王子 胡兵   情迷 白色 家居 黑色 办公区 用 玻璃 与 衣帽间 分隔 出来 。 服装 与 胡兵 的 工作 是 密不可分 的 ， 在 他 的 衣帽间 和 工作台 之间 似乎 就是 在 做 着 这样 的 阐释 。 与 衣帽间 一墙之隔 的 便是 他 静默 而 沉稳 的 黑色 工作台 ， 墙面 是 由 玻璃砖 构成 ， 它 适时地 运用 着 其 通透 的 本性 ， 打破 了 黑色 的 严肃 。 这里 是 个 可以 对话 的 场所 ， 是 服装 与 工作 的 对话 ， 也 是 两种 性格 的 对话 。 整洁 而 宽大 的 衣帽间 ， 挂满 他 巡回演唱 会 的 服装 。 迷情 白色 胡兵 ， 作为 超级 名模 ， 最让人 好奇 的 是 他 会 怎样 来 安置 他 的 服装 ? 他 的 衣帽间 到底 是 什么样 ? 胡兵 的 衣帽间 是 一个 用 平方 计算 的 房间 ， 大大 超出 了 普通人 一箱 一柜 的 概念 。 胡兵 给 了 他 的 衣服 一个 房间 ， 里面 充满 了 陪 他 开 演唱会 ， 陪 他 拍 广告 ， 陪 他 出席 各种 场合 的 衣物 。 胡兵 的 衣服 不能 简单 地 按 季节 分类 ， 因为 他 要 辗转 世界各地 ， 他 的 衣服 按照 类型 来 分类 ， 休闲 、 正装 、 演出服 等 ， 衣衫 缤纷 如花 ， 房间 纯净 如雪 。 
 家居 	 百年 却 依然 光可鉴人 的 古董 家具 ( 图 ) 走入 阿哲 家门 ， 首先 引人注目 的 ， 是 那 三只 纵情 惰 懒 的 猫 和 那 只 羞涩 地 躲 在 房门 后 窥探 的 狗 ， 然后 ， 才 是 那些 历经 百年 却 依然 光可鉴人 的 古董 家具 。 
 家居 	 盘点 世界 上 创意 骇人 的 餐厅 ( 组图 ) 现代 厕所 餐厅 ， 台北 ， 台湾 餐厅 的 装修 完全 按照 普通 的 公共厕所 的 风格 来 ， 简洁 好 清洗 ， 就是 马桶 的 密度 比较 高 而已 。 就 连 地板 也 采用 厨卫 地板砖 。 还 吃 的 下去 吗 ？ 但 该 餐厅 却 以 马桶 式 幽默 吸引 了 大量 年轻人 群 。 
 家居 	 盘点 今年 家装 四大 “ 主义 ” 即将 过去 的 2009 年 家装 流行 些 啥 ？ 解读 这 一年 的 家装 关键词 ， 回避 不了 四大 “ 主义 ” 。 自然主义 ： 健康 、 环保 、 低能耗 使用 来自 动植物 的 图案 造型 作为 创作 的 基本 元素 ， 材料 设计 采用 天然 的 ， 即使 是 仿真 材料 也 要 追求 模仿 自然 的 质感 。 自然主义 下 的 生活 方式 追求 采光 自然 的 空间 和 直观 简练 的 结构 ， 植物 和 花卉 是 空间 中 的 重要 元素 ， 而 低姿 家具 更 易 衬托 空间 的 通透 感 ， 所以 成为 今年 的 主流 家具 。 新 奢华 主义 ： 金属色 、 闪亮 、 醒目 新 的 时尚 路线 ， 使用 闪亮 材料 和 夸张 造型 ， 取得 引人注目 的 效果 ， 搭配 大胆 ， 追求 感官 刺激 。 金属色 是 色彩 设计 的 方向 。 布光 注重 制造 戏剧性 和 烘托 家居用品 的 造型 ， 空间结构 强调 新奇感 ， 家居 空间 更具 表演性 。 玩乐 主义 ： 当代艺术 、 娱乐 、 天真 随着 网络 的 兴起 ， 以 玩乐 为 生活 理念 的 家居设计 大行其道 ， 设计 要 带来 趣味 ， 生活 要 体会 快乐 。 色彩 、 造型 充满 童趣 ， 材料 新颖 ， 功能 变化多端 的 产品 受到 新一代 的 追捧 。 空间设计 则 追求 富有 娱乐性 的 结构 ， 例如 隐藏 、 叠加 、 旋转 等 能 使 家居 充满 游戏 感 的 设计 是 此 风潮 所 推崇 的 。 混 搭 主义 ： 不同 风格 兼容 2009 年 的 趋势 依然 是 将 传统 、 个性 、 张扬 的 生活 方式 混合 在 一起 ， 古典 气质 的 家具 与 多功能 的 现代 家具 并放 一室 ， 精美 的 织物 与 土著 织物 一起 做 搭配 。 混搭以 其 开放性 的 创作 态度 和 手法 使 其 将 在 未来 持续 较长时间 。       
 家居 	 盘点 香港 女星 的 内地 小 老公 和 他们 的 豪宅 ( 组图 ) 蔡少芬 与 张晋 ( 重庆 与 香港 联姻 ) 34 岁 的 无线 花旦 蔡少芬 和 33 岁 的 内地 演员 张晋 ， 早 在 2004 年 就 已经 传出 绯闻 ， 他们 是因为 因 合作 《 水月 洞天 》 及 《 灵镜 传奇 》 而 擦 出 爱火 的 。 父母 说 ： 张晋 有 两套 房子 ， 并 不穷 张晋 以 默默无闻 小演员 的 身份 赢得 TVB 花旦 的 芳心 ， 这 在 很多 人 看来 似乎 是 买 彩票 中 了 大奖 ， 在 香港媒体 关于 这 段 婚姻 的 报道 中 充斥 了 “ 大 明星 下嫁 穷 武师 ” 之类 的 说法 ， 日前 本报 特约记者 来到 重庆 采访 了 张晋 的 父母 ， 他们 极力 否认 了 这种 说法 。         张晋 的 父亲 是 一所 中学 的 体育老师 ， 他 的 母亲 原来 在 看守所 工作 ， 后来 下海 经过 商 ， 他们 现在 住 在 重庆 建东 一村 的 一幢 中档 公寓楼 里 ， 在 这里 他们 买 了 两套 房子 ， 除了 一套 他们 老俩口 自住 外 ， 还有 一套 张晋 哥哥 的 一家 三口 住 ， 蔡少芬 来 重庆 时 也 曾 在 那套 房子 里 住 过 。 
 家居 	 直观 反映 瓷砖 品质 的 两个 层面 ( 图 ) 质感 与 色彩 是 直观 反映 瓷砖 品质 的 两个 层面 ， 一块 好 的 瓷砖 不仅 要 有 艺术 的 气息 ， 还要 有 细致 亲切 的 质感 。 
 家居 	 相同 的 背景墙 把 这里 开放式 分隔 ( 图 ) 使用 面积 40 多 平米 不到 50 平 ， 建筑面积 是 68 平 。 客厅 是 20 平米 ， 榻榻米 是 7.5 平米 ， 卧室 算上 步入 式 衣柜 的 面积 的话 是 13.5 平米 。 欢迎 大家 来 参观 小美女 的 小小 美窝 ~   
 家居 	 相框 的 大小 要 以 橱柜门 为准 ( 图 ) 4 . 巧扮 橱柜门 家里 不中意 的 橱柜门 板 就 用 这招 掩饰 。 将 有关 植物 的 图片 、 家庭 照 、 旧书 旧 日历 上 的 图片 裁下 装裱 ， 相框 的 大小 要 以 橱柜门 为准 。 在 门板 上 和 相框 上 钻 好 洞 ， 再用 螺丝 固定 住 。 如果 不 想要 了 ， 可以 把 相框 拆 下 ， 用 灰泥 把 洞 填住 ， 补 上 同样 颜色 的 油漆 。 
 家居 	 相近 蓝色 与 紫色 给人以 稳定 的 印象 ( 图 ) 【 蓝色 + 紫色 + 对比 黄色 】 相近 蓝色 与 紫色 给人以 稳定 的 印象 ， 而 对比色 则 个性 鲜明 。 加入 对比色 能 产生 互相 提携 ， 搭配 和谐 的 效果 。 蓝色 和 黄色 以一比 一 的 比例 搭配 时 对比 最为 强烈 。 若想 稍稍 削弱 对比度 ， 只 需 改变 其中 一种 色调 ， 或 加入 无色 系 的 颜色 ， 效果 会 更好 。 
 家居 	 省钱 装修 的 家居 效果 是 那么 的 完美 ( 图 ) 对于 3 万块 钱 的 装修 预算 来说 ， 装修 一个 完美 的 3 室 2 厅 可能 真 有些 勉强 ， 但 下边 这个 家居 装修 案例 中 的 网友 却 真实 的 做到 了 ， 如此 省钱 装修 的 家居 效果 是 那么 的 完美 ， 简直 让 人 无法 相信 3 万块 钱 真的 能 装修 出 一个 如此 完美 的 家 吗 赶快 来 一起 学习 一下 吧 来 看看 下边 这个 装修 案例 吧 ， 只花 了 3 万块 钱 ， 就 装修 出 了 如此 梦幻 的 的 三室两厅 ， 如此 强悍 的 装修 ， 快 看看 网友 是 怎么 做到 的 吧 。 装修 除了 考虑 到 美观 、 品味 、 质量 以外 ， 价格 也 是 我们 需要 考虑 的 很 重要 的 一个 因素 ， 下面 就 看看 别人 家 的 小屋 的 实惠 装修 吧 ！ 对于 3 万块 钱 的 装修 预算 来说 ， 装修 一个 完美 的 3 室 2 厅 可能 真 有些 勉强 ， 但 下边 这个 家居 装修 案例 中 的 网友 却 真实 的 做到 了 ， 如此 省钱 装修 的 家居 效果 是 那么 的 完美 ， 简直 让 人 无法 相信 3 万块 钱 真的 能 装修 出 一个 如此 完美 的 家 吗 赶快 来 一起 学习 一下 吧 来 看看 下边 这个 装修 案例 吧 ， 只花 了 3 万块 钱 ， 就 装修 出 了 如此 梦幻 的 的 三室两厅 ， 如此 强悍 的 装修 ， 快 看看 网友 是 怎么 做到 的 吧 。 装修 除了 考虑 到 美观 、 品味 、 质量 以外 ， 价格 也 是 我们 需要 考虑 的 很 重要 的 一个 因素 ， 下面 就 看看 别人 家 的 小屋 的 实惠 装修 吧 ！ 
 家居 	 看 夕阳 享 微风 的 良伴   户外 专用 椅 ( 组图 ) 大伙 们 围绕 着 ， 看 夕阳 美景 ， 让 微风 轻拂 ， 配上 一壶 好 茶 ， 共享 忙碌 后 的 悠闲 时光 ! 
 家居 	 看 如何 用 粉色 来 营造 甜蜜 空间 ( 图 ) 尤其 在 冬天 这样 需要 温暖 的 季节 里 ， 更 需要 粉色 来 放松 心情 ， 快 来看 如何 用 粉色 来 营造 甜蜜 空间 ， 帮 你 度过 一个 浪漫 的 冬季 。   
 家居 	 看看 美国 人 如何 应对 房奴 生活 ( 组图 ) 迫于 现在 的 高房价 ， 有 的 时候 会 忍不住 羡慕 国外 的 房 车一族 。 现在 来 看看 这款 新 的 拖车 木屋 吧 。 上图 是 木屋 的 外观 ， 保留 了 原始 的 质感 ， 底部 有 4 个 轮子 。 
 家居 	 真 邪门   探秘 捷克 人住 歪 的 房子 ( 组图 ) 该 小 建筑 位于 捷克 ？ ern í n   郊区 的 一 斜坡 上 ， 它 的 地面 层 也 是 斜 的 。 室内设计 基于 水平 和 倾斜 相互 交替 ， 创造 一种 整体 螺旋形 特征 的 室内空间 ， 同时 也 定义 了 建筑 的 外立面 。 外立面 完全 是 按照 自己 喜好 做 的 ， 是 可爱 的 粉色 。 然而 ， 地面 做成 倾斜 的 也 是 有 功能性 的 目的 --- 这 是 应 投资者 要求 ， 建 一座 小型 电影院 。 窗户 和 其他 的 开口 不能 破坏 外立面 ， 所以 每面 墙上 只有 一个 开口 。 
 家居 	 眼前 的 这片 湖水   给 了 他 灵感 ( 图 ) 眼前 的 这片 湖水 ， 给 了 他 灵感 ， 于是 他 把 户外 的 活动区 全部 铺上 厚实 的 木板 ， 一方面 实现 了 与 纯 野外 环境 的 缓冲 隔离 ， 一方面 也 和 整个 房屋 的 外墙面 做到 了 呼应 。 而且 俯瞰 整座 建筑 ， 就 像是 漂浮 在 一叶 轻灵 的 竹筏 上 ， 与 不远处 的 湖水 ， 做到 了 真正 的 和谐 。 浅 灰色 木材 的 运用 ， 与 房顶 的 铁灰色 材质 、 门窗 色调 也 做到 了 完美 的 统一 ， 使得 整体 色彩 节奏 不至于 紊乱 轻浮 。 一律 的 天然 原色 ， 更是 把 木屋 的 质朴 感 表达 得 淋漓尽致 。 
 家居 	 睡床 上方 悬挂 物伤 夫妻感情 ( 图 ) 睡房 上空 悬挂 吊灯 及 吊扇 ， 其 杀伤力 很大 。 吊扇 开动 时 ， 形似 一组 单刀 在 头顶 上 轮番 舞动 ， 除了 心理 上 安全 方面 受到 威胁 外 ， 更加 严重破坏 了 宁静 的 睡眠 环境 。 化解 ： 务必 移开 设置 在 睡床 上方 的 吊灯 及 吊扇 ， 方可 保住 夫妻感情 ， 而且 在 睡房 内 尽量 使用 间接 光源 ， 会 比 直接 的 照明 光源 来得 更为 恰当 。 
 家居 	 睡觉 要 人 抱 的 明星   五大 星座 睡床 推荐 ( 图 ) NO4 ： 睡觉 要 人 抱 的 明星   五大 星座 睡床 推荐   五大 星座 睡觉 喜欢 找人 抱抱 ： 第一名   巨蟹座 ;   第二名   双鱼座 ;   第三名   天蝎座 ;   第四名   白羊座 ;   第五名   处女座 这些年来 赵薇 不断 挑战 各种 角色 ， 不断 磨练 自己 的 演技 。 越来越 多 的 人 看到 了 她 精湛 的 演技 。 赵薇 自出 道 以来 影视 歌 全面 发展 ， 在 每个 领域 都 获得 了 最 受欢迎 和 最佳 的 殊荣 ， 成绩斐然 。 到 2008 年 上映 的 《 画皮 》 人们 又 看到 了 赵薇 从 花旦 到 青衣 的 完美 蜕变 。 多年 经历 着 演艺圈 滚滚 洪流 冲刷 的 她 ， 越发 淡定 稳重 ， 在 疼痛 和 荣耀 里 从容 成长 ， 渐渐 宠辱不惊 。 不变 的 是 她 依然 是 一个 善良 纯朴 ， 开朗 简单 的 女子 ， 举手投足 间 一片 率性 赤诚 。 
